mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction
2020-03-11T10:00:00.000000000.nc,2020-03-11 10:00:00,2020-03-11 12:00:00,2020,165,2.0,1158,0.02827010399882818
2020-03-11T14:00:00.000000000.nc,2020-03-11 14:00:00,2020-03-11 12:00:00,2020,165,2.0,854,0.020848591377374152
2020-03-12T02:00:00.000000000.nc,2020-03-12 02:00:00,2020-03-12 00:00:00,2020,167,2.0,2078,0.050729944826912746
2020-03-14T02:00:00.000000000.nc,2020-03-14 02:00:00,2020-03-14 00:00:00,2020,175,2.0,1444,0.03525218495190664
2020-03-20T02:00:00.000000000.nc,2020-03-20 02:00:00,2020-03-20 00:00:00,2020,199,2.0,1919,0.04684829842292857
2020-03-20T05:00:00.000000000.nc,2020-03-20 05:00:00,2020-03-20 06:00:00,2020,200,1.0,1166,0.028465406962550656
2020-03-20T16:00:00.000000000.nc,2020-03-20 16:00:00,2020-03-20 18:00:00,2020,202,2.0,665,0.016234558859430693
2020-03-23T19:00:00.000000000.nc,2020-03-23 19:00:00,2020-03-23 18:00:00,2020,214,1.0,2460,0.06005566134466091
2020-03-24T05:00:00.000000000.nc,2020-03-24 05:00:00,2020-03-24 06:00:00,2020,216,1.0,943,0.02302133684878668
2020-03-29T07:00:00.000000000.nc,2020-03-29 07:00:00,2020-03-29 06:00:00,2020,236,1.0,2124,0.051852936868316976
2020-03-29T17:00:00.000000000.nc,2020-03-29 17:00:00,2020-03-29 18:00:00,2020,238,1.0,2459,0.060031248474195595
2020-03-30T14:00:00.000000000.nc,2020-03-30 14:00:00,2020-03-30 12:00:00,2020,241,2.0,2105,0.051389092329476097
2020-04-05T16:00:00.000000000.nc,2020-04-05 16:00:00,2020-04-05 18:00:00,2020,266,2.0,1635,0.039915043210780723
2020-04-06T12:00:00.000000000.nc,2020-04-06 12:00:00,2020-04-06 12:00:00,2020,269,0.0,1502,0.03666813143889459
2020-04-08T13:00:00.000000000.nc,2020-04-08 13:00:00,2020-04-08 12:00:00,2020,277,1.0,2289,0.05588106049509301
2020-04-09T10:00:00.000000000.nc,2020-04-09 10:00:00,2020-04-09 12:00:00,2020,281,2.0,1917,0.046799472681997946
2020-04-10T21:00:00.000000000.nc,2020-04-10 21:00:00,2020-04-10 18:00:00,2020,286,3.0,2618,0.06391289487817978
2020-04-12T08:00:00.000000000.nc,2020-04-12 08:00:00,2020-04-12 06:00:00,2020,292,2.0,2530,0.06176456227723256
2020-04-17T02:00:00.000000000.nc,2020-04-17 02:00:00,2020-04-17 00:00:00,2020,311,2.0,1774,0.04330843220545872
2020-04-17T23:00:00.000000000.nc,2020-04-17 23:00:00,2020-04-18 00:00:00,2020,315,1.0,2505,0.061154240515599825
2020-04-18T09:00:00.000000000.nc,2020-04-18 09:00:00,2020-04-18 06:00:00,2020,316,3.0,1886,0.04604267369757336
2020-04-19T19:00:00.000000000.nc,2020-04-19 19:00:00,2020-04-19 18:00:00,2020,322,1.0,1934,0.04721449147990821
2020-04-23T03:00:00.000000000.nc,2020-04-23 03:00:00,2020-04-23 00:00:00,2020,335,3.0,2697,0.06584151164493922
2020-04-24T16:00:00.000000000.nc,2020-04-24 16:00:00,2020-04-24 18:00:00,2020,342,2.0,1850,0.045163810360822225
2020-04-24T18:00:00.000000000.nc,2020-04-24 18:00:00,2020-04-24 18:00:00,2020,342,0.0,1088,0.02656120306625653
2020-04-26T10:00:00.000000000.nc,2020-04-26 10:00:00,2020-04-26 12:00:00,2020,349,2.0,852,0.020799765636443535
2020-04-27T03:00:00.000000000.nc,2020-04-27 03:00:00,2020-04-27 00:00:00,2020,351,3.0,2450,0.05981153264000781
2020-04-29T06:00:00.000000000.nc,2020-04-29 06:00:00,2020-04-29 06:00:00,2020,360,0.0,1873,0.04572530638152434
2020-04-29T08:00:00.000000000.nc,2020-04-29 08:00:00,2020-04-29 06:00:00,2020,360,2.0,1501,0.036643718568429275
2020-04-30T19:00:00.000000000.nc,2020-04-30 19:00:00,2020-04-30 18:00:00,2020,366,1.0,1144,0.027928323812313853
2020-05-01T05:00:00.000000000.nc,2020-05-01 05:00:00,2020-05-01 06:00:00,2020,368,1.0,771,0.01882232312875348
2020-05-02T20:00:00.000000000.nc,2020-05-02 20:00:00,2020-05-02 18:00:00,2020,374,2.0,235,0.005737024559347688
2020-05-04T00:00:00.000000000.nc,2020-05-04 00:00:00,2020-05-04 00:00:00,2020,379,0.0,2650,0.06469410673306968
2020-05-04T13:00:00.000000000.nc,2020-05-04 13:00:00,2020-05-04 12:00:00,2020,381,1.0,2280,0.05566134466090523
2020-05-06T00:00:00.000000000.nc,2020-05-06 00:00:00,2020-05-06 00:00:00,2020,387,0.0,1733,0.04230750451638104
2020-05-09T14:00:00.000000000.nc,2020-05-09 14:00:00,2020-05-09 12:00:00,2020,401,2.0,499,0.012182022362189347
2020-05-10T23:00:00.000000000.nc,2020-05-10 23:00:00,2020-05-11 00:00:00,2020,407,1.0,1171,0.028587471314877204
2020-05-13T19:00:00.000000000.nc,2020-05-13 19:00:00,2020-05-13 18:00:00,2020,418,1.0,1244,0.030369610858844782
2020-05-15T22:00:00.000000000.nc,2020-05-15 22:00:00,2020-05-16 00:00:00,2020,427,2.0,1512,0.036912260143547676
2020-05-16T00:00:00.000000000.nc,2020-05-16 00:00:00,2020-05-16 00:00:00,2020,427,0.0,1185,0.028929251501391532
2020-05-17T03:00:00.000000000.nc,2020-05-17 03:00:00,2020-05-17 00:00:00,2020,431,3.0,1370,0.033445632537473756
2020-05-17T08:00:00.000000000.nc,2020-05-17 08:00:00,2020-05-17 06:00:00,2020,432,2.0,803,0.019603534983643377
2020-05-17T12:00:00.000000000.nc,2020-05-17 12:00:00,2020-05-17 12:00:00,2020,433,0.0,1265,0.03088228113861628
2020-05-18T11:00:00.000000000.nc,2020-05-18 11:00:00,2020-05-18 12:00:00,2020,437,1.0,3004,0.07333626287778917
2020-05-22T10:00:00.000000000.nc,2020-05-22 10:00:00,2020-05-22 12:00:00,2020,453,2.0,1455,0.03552072652702505
2020-05-28T19:00:00.000000000.nc,2020-05-28 19:00:00,2020-05-28 18:00:00,2020,478,1.0,2018,0.04926517259899419
2020-05-29T15:00:00.000000000.nc,2020-05-29 15:00:00,2020-05-29 12:00:00,2020,481,3.0,1500,0.03661930569796397
2020-05-29T17:00:00.000000000.nc,2020-05-29 17:00:00,2020-05-29 18:00:00,2020,482,1.0,855,0.02087300424783946
2020-05-31T06:00:00.000000000.nc,2020-05-31 06:00:00,2020-05-31 06:00:00,2020,488,0.0,1996,0.04872808944875739
2020-06-03T03:00:00.000000000.nc,2020-06-03 03:00:00,2020-06-03 00:00:00,2020,499,3.0,811,0.019798837947365852
2020-06-03T13:00:00.000000000.nc,2020-06-03 13:00:00,2020-06-03 12:00:00,2020,501,1.0,1734,0.04233191738684634
2020-06-04T20:00:00.000000000.nc,2020-06-04 20:00:00,2020-06-04 18:00:00,2020,506,2.0,2280,0.05566134466090523
2020-06-10T10:00:00.000000000.nc,2020-06-10 10:00:00,2020-06-10 12:00:00,2020,529,2.0,2613,0.06379083052585323
2020-06-11T09:00:00.000000000.nc,2020-06-11 09:00:00,2020-06-11 06:00:00,2020,532,3.0,1799,0.04391875396709145
2020-06-11T17:00:00.000000000.nc,2020-06-11 17:00:00,2020-06-11 18:00:00,2020,534,1.0,454,0.011083443191250427
2020-06-11T19:00:00.000000000.nc,2020-06-11 19:00:00,2020-06-11 18:00:00,2020,534,1.0,2513,0.0613495434793223
2020-06-12T22:00:00.000000000.nc,2020-06-12 22:00:00,2020-06-13 00:00:00,2020,539,2.0,2369,0.05783409013231776
2020-06-14T13:00:00.000000000.nc,2020-06-14 13:00:00,2020-06-14 12:00:00,2020,545,1.0,1413,0.034495385967482056
2020-06-16T04:00:00.000000000.nc,2020-06-16 04:00:00,2020-06-16 06:00:00,2020,552,2.0,2057,0.050217274547141255
2020-06-17T02:00:00.000000000.nc,2020-06-17 02:00:00,2020-06-17 00:00:00,2020,555,2.0,985,0.02404667740832967
2020-06-18T19:00:00.000000000.nc,2020-06-18 19:00:00,2020-06-18 18:00:00,2020,562,1.0,1536,0.037498169034715104
2020-06-18T23:00:00.000000000.nc,2020-06-18 23:00:00,2020-06-19 00:00:00,2020,563,1.0,1717,0.04191689858893609
2020-06-22T00:00:00.000000000.nc,2020-06-22 00:00:00,2020-06-22 00:00:00,2020,575,0.0,2696,0.0658170987744739
2020-06-22T08:00:00.000000000.nc,2020-06-22 08:00:00,2020-06-22 06:00:00,2020,576,2.0,955,0.023314291294370394
2020-06-29T20:00:00.000000000.nc,2020-06-29 20:00:00,2020-06-29 18:00:00,2020,606,2.0,1333,0.03254235633025731
2020-06-30T11:00:00.000000000.nc,2020-06-30 11:00:00,2020-06-30 12:00:00,2020,609,1.0,1503,0.03669254430935989
2020-06-30T20:00:00.000000000.nc,2020-06-30 20:00:00,2020-06-30 18:00:00,2020,610,2.0,2331,0.056906401054636006
2020-07-02T17:00:00.000000000.nc,2020-07-02 17:00:00,2020-07-02 18:00:00,2020,618,1.0,1867,0.04557882915873249
2020-07-03T20:00:00.000000000.nc,2020-07-03 20:00:00,2020-07-03 18:00:00,2020,622,2.0,1423,0.03473951467213515
2020-07-04T04:00:00.000000000.nc,2020-07-04 04:00:00,2020-07-04 06:00:00,2020,624,2.0,1844,0.04501733313803037
2020-07-05T06:00:00.000000000.nc,2020-07-05 06:00:00,2020-07-05 06:00:00,2020,628,0.0,1696,0.04140422830916459
2020-07-05T10:00:00.000000000.nc,2020-07-05 10:00:00,2020-07-05 12:00:00,2020,629,2.0,2290,0.055905473365558324
2020-07-05T11:00:00.000000000.nc,2020-07-05 11:00:00,2020-07-05 12:00:00,2020,629,1.0,3295,0.08044040818319417
2020-07-06T22:00:00.000000000.nc,2020-07-06 22:00:00,2020-07-07 00:00:00,2020,635,2.0,1757,0.04289341340754846
2020-07-09T21:00:00.000000000.nc,2020-07-09 21:00:00,2020-07-09 18:00:00,2020,646,3.0,2371,0.057882915873248376
2020-07-12T03:00:00.000000000.nc,2020-07-12 03:00:00,2020-07-12 00:00:00,2020,655,3.0,1831,0.044699965821981345
2020-07-12T17:00:00.000000000.nc,2020-07-12 17:00:00,2020-07-12 18:00:00,2020,658,1.0,2647,0.06462086812167375
2020-07-14T21:00:00.000000000.nc,2020-07-14 21:00:00,2020-07-14 18:00:00,2020,666,3.0,2316,0.05654020799765636
2020-07-18T22:00:00.000000000.nc,2020-07-18 22:00:00,2020-07-19 00:00:00,2020,683,2.0,1117,0.027269176309750502
2020-07-19T18:00:00.000000000.nc,2020-07-19 18:00:00,2020-07-19 18:00:00,2020,686,0.0,1812,0.04423612128314047
2020-07-24T02:00:00.000000000.nc,2020-07-24 02:00:00,2020-07-24 00:00:00,2020,703,2.0,1061,0.02590205556369318
2020-07-24T08:00:00.000000000.nc,2020-07-24 08:00:00,2020-07-24 06:00:00,2020,704,2.0,2116,0.051657633904594505
2020-07-24T10:00:00.000000000.nc,2020-07-24 10:00:00,2020-07-24 12:00:00,2020,705,2.0,1630,0.039792978858454175
2020-07-28T03:00:00.000000000.nc,2020-07-28 03:00:00,2020-07-28 00:00:00,2020,719,3.0,2192,0.05351301205995801
2020-07-28T20:00:00.000000000.nc,2020-07-28 20:00:00,2020-07-28 18:00:00,2020,722,2.0,1422,0.03471510180166984
2020-07-28T23:00:00.000000000.nc,2020-07-28 23:00:00,2020-07-29 00:00:00,2020,723,1.0,2143,0.052316781407157856
2020-07-30T08:00:00.000000000.nc,2020-07-30 08:00:00,2020-07-30 06:00:00,2020,728,2.0,816,0.019920902299692397
2020-08-01T14:00:00.000000000.nc,2020-08-01 14:00:00,2020-08-01 12:00:00,2020,737,2.0,633,0.015453347004540794
2020-08-05T22:00:00.000000000.nc,2020-08-05 22:00:00,2020-08-06 00:00:00,2020,755,2.0,1142,0.027879498071383232
2020-08-06T18:00:00.000000000.nc,2020-08-06 18:00:00,2020-08-06 18:00:00,2020,758,0.0,1127,0.027513305014403595
2020-08-07T04:00:00.000000000.nc,2020-08-07 04:00:00,2020-08-07 06:00:00,2020,760,2.0,1758,0.04291782627801377
2020-08-08T07:00:00.000000000.nc,2020-08-08 07:00:00,2020-08-08 06:00:00,2020,764,1.0,2436,0.05946975245349348
2020-08-09T19:00:00.000000000.nc,2020-08-09 19:00:00,2020-08-09 18:00:00,2020,770,1.0,1675,0.040891558029393094
2020-08-13T04:00:00.000000000.nc,2020-08-13 04:00:00,2020-08-13 06:00:00,2020,784,2.0,895,0.021849519066451835
2020-08-16T10:00:00.000000000.nc,2020-08-16 10:00:00,2020-08-16 12:00:00,2020,797,2.0,1175,0.02868512279673844
2020-08-17T21:00:00.000000000.nc,2020-08-17 21:00:00,2020-08-17 18:00:00,2020,802,3.0,1677,0.04094038377032371
2020-08-18T04:00:00.000000000.nc,2020-08-18 04:00:00,2020-08-18 06:00:00,2020,804,2.0,1231,0.030052243542795763
2020-08-18T15:00:00.000000000.nc,2020-08-18 15:00:00,2020-08-18 12:00:00,2020,805,3.0,1803,0.04401640544895269
2020-08-19T01:00:00.000000000.nc,2020-08-19 01:00:00,2020-08-19 00:00:00,2020,807,1.0,1989,0.04855719935550022
2020-08-19T17:00:00.000000000.nc,2020-08-19 17:00:00,2020-08-19 18:00:00,2020,810,1.0,1822,0.04448024998779356
2020-08-21T05:00:00.000000000.nc,2020-08-21 05:00:00,2020-08-21 06:00:00,2020,816,1.0,2006,0.04897221815341048
2020-08-22T17:00:00.000000000.nc,2020-08-22 17:00:00,2020-08-22 18:00:00,2020,822,1.0,1322,0.03227381475513891
2020-08-29T10:00:00.000000000.nc,2020-08-29 10:00:00,2020-08-29 12:00:00,2020,849,2.0,1463,0.03571602949074752
2020-08-30T19:00:00.000000000.nc,2020-08-30 19:00:00,2020-08-30 18:00:00,2020,854,1.0,1471,0.035911332454469994
2020-09-01T00:00:00.000000000.nc,2020-09-01 00:00:00,2020-09-01 00:00:00,2020,859,0.0,2139,0.05221912992529661
2020-09-02T17:00:00.000000000.nc,2020-09-02 17:00:00,2020-09-02 18:00:00,2020,866,1.0,2204,0.05380596650554172
2020-09-03T06:00:00.000000000.nc,2020-09-03 06:00:00,2020-09-03 06:00:00,2020,868,0.0,2140,0.052243542795761926
2020-09-03T21:00:00.000000000.nc,2020-09-03 21:00:00,2020-09-03 18:00:00,2020,870,3.0,895,0.021849519066451835
2020-09-06T10:00:00.000000000.nc,2020-09-06 10:00:00,2020-09-06 12:00:00,2020,881,2.0,1702,0.041550705531956444
2020-09-07T07:00:00.000000000.nc,2020-09-07 07:00:00,2020-09-07 06:00:00,2020,884,1.0,1009,0.024632586299497095
2020-09-10T02:00:00.000000000.nc,2020-09-10 02:00:00,2020-09-10 00:00:00,2020,895,2.0,1744,0.04257604609149944
2020-09-10T08:00:00.000000000.nc,2020-09-10 08:00:00,2020-09-10 06:00:00,2020,896,2.0,1956,0.04775157463014501
2020-09-11T01:00:00.000000000.nc,2020-09-11 01:00:00,2020-09-11 00:00:00,2020,899,1.0,1448,0.035349836433767885
2020-09-12T17:00:00.000000000.nc,2020-09-12 17:00:00,2020-09-12 18:00:00,2020,906,1.0,2202,0.053757140764611105
2020-09-15T13:00:00.000000000.nc,2020-09-15 13:00:00,2020-09-15 12:00:00,2020,917,1.0,1437,0.03508129485864948
2020-09-16T16:00:00.000000000.nc,2020-09-16 16:00:00,2020-09-16 18:00:00,2020,922,2.0,2129,0.051975001220643524
2020-09-17T16:00:00.000000000.nc,2020-09-17 16:00:00,2020-09-17 18:00:00,2020,926,2.0,2094,0.051120550754357695
2020-09-19T12:00:00.000000000.nc,2020-09-19 12:00:00,2020-09-19 12:00:00,2020,933,0.0,2374,0.05795615448464431
2020-09-24T02:00:00.000000000.nc,2020-09-24 02:00:00,2020-09-24 00:00:00,2020,951,2.0,1635,0.039915043210780723
2020-09-24T09:00:00.000000000.nc,2020-09-24 09:00:00,2020-09-24 06:00:00,2020,952,3.0,1755,0.04284458766661784
2020-09-24T18:00:00.000000000.nc,2020-09-24 18:00:00,2020-09-24 18:00:00,2020,954,0.0,1521,0.03713197597773546
2020-09-25T18:00:00.000000000.nc,2020-09-25 18:00:00,2020-09-25 18:00:00,2020,958,0.0,824,0.02011620526341487
2020-09-26T11:00:00.000000000.nc,2020-09-26 11:00:00,2020-09-26 12:00:00,2020,961,1.0,1024,0.024998779356476736
2020-09-29T12:00:00.000000000.nc,2020-09-29 12:00:00,2020-09-29 12:00:00,2020,973,0.0,1109,0.027073873346028027
2020-09-30T15:00:00.000000000.nc,2020-09-30 15:00:00,2020-09-30 12:00:00,2020,977,3.0,2854,0.06967433230799278
2020-10-01T09:00:00.000000000.nc,2020-10-01 09:00:00,2020-10-01 06:00:00,2020,980,3.0,2988,0.07294565695034422
2020-10-01T14:00:00.000000000.nc,2020-10-01 14:00:00,2020-10-01 12:00:00,2020,981,2.0,1303,0.031809970216298035
2020-10-03T10:00:00.000000000.nc,2020-10-03 10:00:00,2020-10-03 12:00:00,2020,989,2.0,1953,0.04767833601874909
2020-10-04T13:00:00.000000000.nc,2020-10-04 13:00:00,2020-10-04 12:00:00,2020,993,1.0,1446,0.03530101069283726
2020-10-05T08:00:00.000000000.nc,2020-10-05 08:00:00,2020-10-05 06:00:00,2020,996,2.0,3179,0.0776085152092183
2020-10-05T22:00:00.000000000.nc,2020-10-05 22:00:00,2020-10-06 00:00:00,2020,999,2.0,2273,0.05549045456764806
2020-10-06T05:00:00.000000000.nc,2020-10-06 05:00:00,2020-10-06 06:00:00,2020,1000,1.0,1145,0.027952736682779162
2020-10-07T16:00:00.000000000.nc,2020-10-07 16:00:00,2020-10-07 18:00:00,2020,1006,2.0,806,0.019676773595039304
2020-10-07T18:00:00.000000000.nc,2020-10-07 18:00:00,2020-10-07 18:00:00,2020,1006,0.0,2627,0.06413261071236756
2020-10-08T00:00:00.000000000.nc,2020-10-08 00:00:00,2020-10-08 00:00:00,2020,1007,0.0,1634,0.03989063034031541
2020-10-09T15:00:00.000000000.nc,2020-10-09 15:00:00,2020-10-09 12:00:00,2020,1013,3.0,2078,0.050729944826912746
2020-10-11T04:00:00.000000000.nc,2020-10-11 04:00:00,2020-10-11 06:00:00,2020,1020,2.0,963,0.023509594258092868
2020-10-12T06:00:00.000000000.nc,2020-10-12 06:00:00,2020-10-12 06:00:00,2020,1024,0.0,1092,0.02665885454811777
2020-10-17T18:00:00.000000000.nc,2020-10-17 18:00:00,2020-10-17 18:00:00,2020,1046,0.0,2199,0.053683902153215175
2020-10-21T07:00:00.000000000.nc,2020-10-21 07:00:00,2020-10-21 06:00:00,2020,1060,1.0,1057,0.02580440408183194
2020-10-21T23:00:00.000000000.nc,2020-10-21 23:00:00,2020-10-22 00:00:00,2020,1063,1.0,2226,0.054343049655778526
2020-10-23T03:00:00.000000000.nc,2020-10-23 03:00:00,2020-10-23 00:00:00,2020,1067,3.0,2408,0.05878619208046482
2020-10-24T05:00:00.000000000.nc,2020-10-24 05:00:00,2020-10-24 06:00:00,2020,1072,1.0,1561,0.03810849079634784
2020-10-27T05:00:00.000000000.nc,2020-10-27 05:00:00,2020-10-27 06:00:00,2020,1084,1.0,1432,0.034959230506322936
2020-10-27T23:00:00.000000000.nc,2020-10-27 23:00:00,2020-10-28 00:00:00,2020,1087,1.0,1075,0.02624383575020751
2020-10-29T00:00:00.000000000.nc,2020-10-29 00:00:00,2020-10-29 00:00:00,2020,1091,0.0,1642,0.04008593330403789
2020-11-03T07:00:00.000000000.nc,2020-11-03 07:00:00,2020-11-03 06:00:00,2020,1112,1.0,1027,0.025072017967872662
2020-11-04T00:00:00.000000000.nc,2020-11-04 00:00:00,2020-11-04 00:00:00,2020,1115,0.0,2557,0.06242370977979591
2020-11-05T00:00:00.000000000.nc,2020-11-05 00:00:00,2020-11-05 00:00:00,2020,1119,0.0,2424,0.05917679800790977
2020-11-05T21:00:00.000000000.nc,2020-11-05 21:00:00,2020-11-05 18:00:00,2020,1122,3.0,2308,0.05634490503393389
2020-11-06T06:00:00.000000000.nc,2020-11-06 06:00:00,2020-11-06 06:00:00,2020,1124,0.0,2017,0.04924075972852888
2020-11-07T05:00:00.000000000.nc,2020-11-07 05:00:00,2020-11-07 06:00:00,2020,1128,1.0,650,0.015868365802451052
2020-11-09T06:00:00.000000000.nc,2020-11-09 06:00:00,2020-11-09 06:00:00,2020,1136,0.0,1052,0.025682339729505396
2020-11-11T08:00:00.000000000.nc,2020-11-11 08:00:00,2020-11-11 06:00:00,2020,1144,2.0,2304,0.056247253552072655
2020-11-14T14:00:00.000000000.nc,2020-11-14 14:00:00,2020-11-14 12:00:00,2020,1157,2.0,1937,0.04728773009130414
2020-11-18T14:00:00.000000000.nc,2020-11-18 14:00:00,2020-11-18 12:00:00,2020,1173,2.0,941,0.022972511107856062
2020-11-20T21:00:00.000000000.nc,2020-11-20 21:00:00,2020-11-20 18:00:00,2020,1182,3.0,1897,0.04631121527269176
2020-11-21T06:00:00.000000000.nc,2020-11-21 06:00:00,2020-11-21 06:00:00,2020,1184,0.0,1221,0.02980811483814267
2020-11-21T21:00:00.000000000.nc,2020-11-21 21:00:00,2020-11-21 18:00:00,2020,1186,3.0,2528,0.06171573653630194
2020-11-22T03:00:00.000000000.nc,2020-11-22 03:00:00,2020-11-22 00:00:00,2020,1187,3.0,1880,0.045896196474781506
2020-11-23T12:00:00.000000000.nc,2020-11-23 12:00:00,2020-11-23 12:00:00,2020,1193,0.0,1667,0.04069625506567062
2020-11-24T23:00:00.000000000.nc,2020-11-24 23:00:00,2020-11-25 00:00:00,2020,1199,1.0,1026,0.025047605097407354
2020-11-26T06:00:00.000000000.nc,2020-11-26 06:00:00,2020-11-26 06:00:00,2020,1204,0.0,1918,0.04682388555246326
2020-11-26T17:00:00.000000000.nc,2020-11-26 17:00:00,2020-11-26 18:00:00,2020,1206,1.0,931,0.02272838240320297
2020-11-27T16:00:00.000000000.nc,2020-11-27 16:00:00,2020-11-27 18:00:00,2020,1210,2.0,1093,0.026683267418583078
2020-11-28T21:00:00.000000000.nc,2020-11-28 21:00:00,2020-11-28 18:00:00,2020,1214,3.0,1647,0.04020799765636444
2020-11-29T00:00:00.000000000.nc,2020-11-29 00:00:00,2020-11-29 00:00:00,2020,1215,0.0,1293,0.03156584151164494
2020-12-03T10:00:00.000000000.nc,2020-12-03 10:00:00,2020-12-03 12:00:00,2020,1233,2.0,1233,0.03010106928372638
2020-12-04T10:00:00.000000000.nc,2020-12-04 10:00:00,2020-12-04 12:00:00,2020,1237,2.0,1691,0.04128216395683804
2020-12-04T11:00:00.000000000.nc,2020-12-04 11:00:00,2020-12-04 12:00:00,2020,1237,1.0,940,0.022948098237390753
2020-12-06T19:00:00.000000000.nc,2020-12-06 19:00:00,2020-12-06 18:00:00,2020,1246,1.0,2275,0.05553928030857868
2020-12-06T20:00:00.000000000.nc,2020-12-06 20:00:00,2020-12-06 18:00:00,2020,1246,2.0,1585,0.03869439968751526
2020-12-07T11:00:00.000000000.nc,2020-12-07 11:00:00,2020-12-07 12:00:00,2020,1249,1.0,1365,0.03332356818514721
2020-12-11T10:00:00.000000000.nc,2020-12-11 10:00:00,2020-12-11 12:00:00,2020,1265,2.0,1533,0.03742493042331917
2020-12-12T08:00:00.000000000.nc,2020-12-12 08:00:00,2020-12-12 06:00:00,2020,1268,2.0,2229,0.054416288267174456
2020-12-14T01:00:00.000000000.nc,2020-12-14 01:00:00,2020-12-14 00:00:00,2020,1275,1.0,1985,0.04845954787363898
2020-12-14T02:00:00.000000000.nc,2020-12-14 02:00:00,2020-12-14 00:00:00,2020,1275,2.0,2113,0.051584395293198575
2020-12-14T21:00:00.000000000.nc,2020-12-14 21:00:00,2020-12-14 18:00:00,2020,1278,3.0,1134,0.027684195107660757
2020-12-16T15:00:00.000000000.nc,2020-12-16 15:00:00,2020-12-16 12:00:00,2020,1285,3.0,1458,0.035593965138420974
2020-12-19T10:00:00.000000000.nc,2020-12-19 10:00:00,2020-12-19 12:00:00,2020,1297,2.0,776,0.018944387481080027
2020-12-21T21:00:00.000000000.nc,2020-12-21 21:00:00,2020-12-21 18:00:00,2020,1306,3.0,1307,0.03190762169815927
2020-12-22T12:00:00.000000000.nc,2020-12-22 12:00:00,2020-12-22 12:00:00,2020,1309,0.0,869,0.021214784434353793
2020-12-22T15:00:00.000000000.nc,2020-12-22 15:00:00,2020-12-22 12:00:00,2020,1309,3.0,1987,0.048508373614569604
2020-12-24T23:00:00.000000000.nc,2020-12-24 23:00:00,2020-12-25 00:00:00,2020,1319,1.0,1971,0.048117767687124655
2020-12-25T21:00:00.000000000.nc,2020-12-25 21:00:00,2020-12-25 18:00:00,2020,1322,3.0,881,0.021507738879937503
2020-12-26T09:00:00.000000000.nc,2020-12-26 09:00:00,2020-12-26 06:00:00,2020,1324,3.0,2121,0.051779698256921046
