mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction
2020-07-28T20:00:00.000000000.nc,2020-07-28 20:00:00,2020-07-28 18:00:00,2020,722,2.0,0,0.0
2020-07-28T23:00:00.000000000.nc,2020-07-28 23:00:00,2020-07-29 00:00:00,2020,723,1.0,0,0.0
2020-07-30T08:00:00.000000000.nc,2020-07-30 08:00:00,2020-07-30 06:00:00,2020,728,2.0,0,0.0
2020-08-01T14:00:00.000000000.nc,2020-08-01 14:00:00,2020-08-01 12:00:00,2020,737,2.0,9,0.0002197158341877838
2020-08-05T22:00:00.000000000.nc,2020-08-05 22:00:00,2020-08-06 00:00:00,2020,755,2.0,0,0.0
2020-08-06T18:00:00.000000000.nc,2020-08-06 18:00:00,2020-08-06 18:00:00,2020,758,0.0,0,0.0
2020-08-07T04:00:00.000000000.nc,2020-08-07 04:00:00,2020-08-07 06:00:00,2020,760,2.0,0,0.0
2020-08-08T07:00:00.000000000.nc,2020-08-08 07:00:00,2020-08-08 06:00:00,2020,764,1.0,0,0.0
2020-08-09T19:00:00.000000000.nc,2020-08-09 19:00:00,2020-08-09 18:00:00,2020,770,1.0,0,0.0
2020-08-13T04:00:00.000000000.nc,2020-08-13 04:00:00,2020-08-13 06:00:00,2020,784,2.0,0,0.0
2020-08-16T10:00:00.000000000.nc,2020-08-16 10:00:00,2020-08-16 12:00:00,2020,797,2.0,0,0.0
2020-08-17T21:00:00.000000000.nc,2020-08-17 21:00:00,2020-08-17 18:00:00,2020,802,3.0,45,0.001098579170938919
2020-08-18T04:00:00.000000000.nc,2020-08-18 04:00:00,2020-08-18 06:00:00,2020,804,2.0,27,0.0006591475025633514
2020-08-18T15:00:00.000000000.nc,2020-08-18 15:00:00,2020-08-18 12:00:00,2020,805,3.0,36,0.0008788633367511352
2020-08-19T01:00:00.000000000.nc,2020-08-19 01:00:00,2020-08-19 00:00:00,2020,807,1.0,18,0.0004394316683755676
2020-08-19T17:00:00.000000000.nc,2020-08-19 17:00:00,2020-08-19 18:00:00,2020,810,1.0,80,0.001953029637224745
2020-08-21T05:00:00.000000000.nc,2020-08-21 05:00:00,2020-08-21 06:00:00,2020,816,1.0,17,0.0004150187979102583
2020-08-22T17:00:00.000000000.nc,2020-08-22 17:00:00,2020-08-22 18:00:00,2020,822,1.0,36,0.0008788633367511352
2020-08-29T10:00:00.000000000.nc,2020-08-29 10:00:00,2020-08-29 12:00:00,2020,849,2.0,47,0.0011474049118695376
2020-08-30T19:00:00.000000000.nc,2020-08-30 19:00:00,2020-08-30 18:00:00,2020,854,1.0,88,0.0021483326009472193
2020-09-01T00:00:00.000000000.nc,2020-09-01 00:00:00,2020-09-01 00:00:00,2020,859,0.0,105,0.0025633513988574776
2020-09-02T17:00:00.000000000.nc,2020-09-02 17:00:00,2020-09-02 18:00:00,2020,866,1.0,118,0.0028807187149064986
2020-09-03T06:00:00.000000000.nc,2020-09-03 06:00:00,2020-09-03 06:00:00,2020,868,0.0,64,0.001562423709779796
2020-09-03T21:00:00.000000000.nc,2020-09-03 21:00:00,2020-09-03 18:00:00,2020,870,3.0,116,0.00283189297397588
2020-09-06T10:00:00.000000000.nc,2020-09-06 10:00:00,2020-09-06 12:00:00,2020,881,2.0,179,0.004369903813290367
2020-09-07T07:00:00.000000000.nc,2020-09-07 07:00:00,2020-09-07 06:00:00,2020,884,1.0,86,0.0020995068600166006
2020-09-10T02:00:00.000000000.nc,2020-09-10 02:00:00,2020-09-10 00:00:00,2020,895,2.0,30,0.0007323861139592793
2020-09-10T08:00:00.000000000.nc,2020-09-10 08:00:00,2020-09-10 06:00:00,2020,896,2.0,55,0.0013427078755920121
2020-09-11T01:00:00.000000000.nc,2020-09-11 01:00:00,2020-09-11 00:00:00,2020,899,1.0,0,0.0
2020-09-12T17:00:00.000000000.nc,2020-09-12 17:00:00,2020-09-12 18:00:00,2020,906,1.0,55,0.0013427078755920121
2020-09-15T13:00:00.000000000.nc,2020-09-15 13:00:00,2020-09-15 12:00:00,2020,917,1.0,89,0.0021727454714125286
2020-09-16T16:00:00.000000000.nc,2020-09-16 16:00:00,2020-09-16 18:00:00,2020,922,2.0,136,0.0033201503832820663
2020-09-17T16:00:00.000000000.nc,2020-09-17 16:00:00,2020-09-17 18:00:00,2020,926,2.0,173,0.004223426590498511
2020-09-19T12:00:00.000000000.nc,2020-09-19 12:00:00,2020-09-19 12:00:00,2020,933,0.0,87,0.00212391973048191
2020-09-24T02:00:00.000000000.nc,2020-09-24 02:00:00,2020-09-24 00:00:00,2020,951,2.0,31,0.0007567989844245887
2020-09-24T09:00:00.000000000.nc,2020-09-24 09:00:00,2020-09-24 06:00:00,2020,952,3.0,31,0.0007567989844245887
2020-09-24T18:00:00.000000000.nc,2020-09-24 18:00:00,2020-09-24 18:00:00,2020,954,0.0,16,0.000390605927444949
2020-09-25T18:00:00.000000000.nc,2020-09-25 18:00:00,2020-09-25 18:00:00,2020,958,0.0,0,0.0
2020-09-26T11:00:00.000000000.nc,2020-09-26 11:00:00,2020-09-26 12:00:00,2020,961,1.0,0,0.0
2020-09-29T12:00:00.000000000.nc,2020-09-29 12:00:00,2020-09-29 12:00:00,2020,973,0.0,0,0.0
2020-09-30T15:00:00.000000000.nc,2020-09-30 15:00:00,2020-09-30 12:00:00,2020,977,3.0,0,0.0
2020-10-01T09:00:00.000000000.nc,2020-10-01 09:00:00,2020-10-01 06:00:00,2020,980,3.0,76,0.0018553781553635076
2020-10-01T14:00:00.000000000.nc,2020-10-01 14:00:00,2020-10-01 12:00:00,2020,981,2.0,37,0.0009032762072164445
2020-10-03T10:00:00.000000000.nc,2020-10-03 10:00:00,2020-10-03 12:00:00,2020,989,2.0,116,0.00283189297397588
2020-10-04T13:00:00.000000000.nc,2020-10-04 13:00:00,2020-10-04 12:00:00,2020,993,1.0,57,0.0013915336165226308
2020-10-05T08:00:00.000000000.nc,2020-10-05 08:00:00,2020-10-05 06:00:00,2020,996,2.0,109,0.002661002880718715
2020-10-05T22:00:00.000000000.nc,2020-10-05 22:00:00,2020-10-06 00:00:00,2020,999,2.0,144,0.003515453347004541
2020-10-06T05:00:00.000000000.nc,2020-10-06 05:00:00,2020-10-06 06:00:00,2020,1000,1.0,162,0.003954885015380109
2020-10-07T16:00:00.000000000.nc,2020-10-07 16:00:00,2020-10-07 18:00:00,2020,1006,2.0,186,0.004540793906547532
2020-10-07T18:00:00.000000000.nc,2020-10-07 18:00:00,2020-10-07 18:00:00,2020,1006,0.0,64,0.001562423709779796
2020-10-08T00:00:00.000000000.nc,2020-10-08 00:00:00,2020-10-08 00:00:00,2020,1007,0.0,140,0.0034178018651433036
2020-10-09T15:00:00.000000000.nc,2020-10-09 15:00:00,2020-10-09 12:00:00,2020,1013,3.0,53,0.0012938821346613935
2020-10-11T04:00:00.000000000.nc,2020-10-11 04:00:00,2020-10-11 06:00:00,2020,1020,2.0,38,0.0009276890776817538
2020-10-12T06:00:00.000000000.nc,2020-10-12 06:00:00,2020-10-12 06:00:00,2020,1024,0.0,0,0.0
2020-10-17T18:00:00.000000000.nc,2020-10-17 18:00:00,2020-10-17 18:00:00,2020,1046,0.0,0,0.0
2020-10-21T07:00:00.000000000.nc,2020-10-21 07:00:00,2020-10-21 06:00:00,2020,1060,1.0,78,0.0019042038962941263
2020-10-21T23:00:00.000000000.nc,2020-10-21 23:00:00,2020-10-22 00:00:00,2020,1063,1.0,162,0.003954885015380109
2020-10-23T03:00:00.000000000.nc,2020-10-23 03:00:00,2020-10-23 00:00:00,2020,1067,3.0,60,0.0014647722279185586
2020-10-24T05:00:00.000000000.nc,2020-10-24 05:00:00,2020-10-24 06:00:00,2020,1072,1.0,162,0.003954885015380109
2020-10-27T05:00:00.000000000.nc,2020-10-27 05:00:00,2020-10-27 06:00:00,2020,1084,1.0,209,0.005102289927249646
2020-10-27T23:00:00.000000000.nc,2020-10-27 23:00:00,2020-10-28 00:00:00,2020,1087,1.0,83,0.002026268248620673
2020-10-29T00:00:00.000000000.nc,2020-10-29 00:00:00,2020-10-29 00:00:00,2020,1091,0.0,0,0.0
2020-11-03T07:00:00.000000000.nc,2020-11-03 07:00:00,2020-11-03 06:00:00,2020,1112,1.0,55,0.0013427078755920121
2020-11-04T00:00:00.000000000.nc,2020-11-04 00:00:00,2020-11-04 00:00:00,2020,1115,0.0,122,0.002978370196767736
2020-11-05T00:00:00.000000000.nc,2020-11-05 00:00:00,2020-11-05 00:00:00,2020,1119,0.0,13,0.00031736731604902103
2020-11-05T21:00:00.000000000.nc,2020-11-05 21:00:00,2020-11-05 18:00:00,2020,1122,3.0,0,0.0
2020-11-06T06:00:00.000000000.nc,2020-11-06 06:00:00,2020-11-06 06:00:00,2020,1124,0.0,12,0.00029295444558371175
2020-11-07T05:00:00.000000000.nc,2020-11-07 05:00:00,2020-11-07 06:00:00,2020,1128,1.0,0,0.0
2020-11-09T06:00:00.000000000.nc,2020-11-09 06:00:00,2020-11-09 06:00:00,2020,1136,0.0,114,0.0027830672330452617
2020-11-11T08:00:00.000000000.nc,2020-11-11 08:00:00,2020-11-11 06:00:00,2020,1144,2.0,69,0.0016844880621063425
2020-11-14T14:00:00.000000000.nc,2020-11-14 14:00:00,2020-11-14 12:00:00,2020,1157,2.0,34,0.0008300375958205166
2020-11-18T14:00:00.000000000.nc,2020-11-18 14:00:00,2020-11-18 12:00:00,2020,1173,2.0,0,0.0
2020-11-20T21:00:00.000000000.nc,2020-11-20 21:00:00,2020-11-20 18:00:00,2020,1182,3.0,0,0.0
2020-11-21T06:00:00.000000000.nc,2020-11-21 06:00:00,2020-11-21 06:00:00,2020,1184,0.0,0,0.0
2020-11-21T21:00:00.000000000.nc,2020-11-21 21:00:00,2020-11-21 18:00:00,2020,1186,3.0,0,0.0
2020-11-22T03:00:00.000000000.nc,2020-11-22 03:00:00,2020-11-22 00:00:00,2020,1187,3.0,0,0.0
2020-11-23T12:00:00.000000000.nc,2020-11-23 12:00:00,2020-11-23 12:00:00,2020,1193,0.0,0,0.0
2020-11-24T23:00:00.000000000.nc,2020-11-24 23:00:00,2020-11-25 00:00:00,2020,1199,1.0,83,0.002026268248620673
2020-11-26T06:00:00.000000000.nc,2020-11-26 06:00:00,2020-11-26 06:00:00,2020,1204,0.0,54,0.0013182950051267028
2020-11-26T17:00:00.000000000.nc,2020-11-26 17:00:00,2020-11-26 18:00:00,2020,1206,1.0,0,0.0
2020-11-27T16:00:00.000000000.nc,2020-11-27 16:00:00,2020-11-27 18:00:00,2020,1210,2.0,0,0.0
2020-11-28T21:00:00.000000000.nc,2020-11-28 21:00:00,2020-11-28 18:00:00,2020,1214,3.0,0,0.0
2020-11-29T00:00:00.000000000.nc,2020-11-29 00:00:00,2020-11-29 00:00:00,2020,1215,0.0,0,0.0
2020-12-03T10:00:00.000000000.nc,2020-12-03 10:00:00,2020-12-03 12:00:00,2020,1233,2.0,0,0.0
2020-12-04T10:00:00.000000000.nc,2020-12-04 10:00:00,2020-12-04 12:00:00,2020,1237,2.0,0,0.0
2020-12-04T11:00:00.000000000.nc,2020-12-04 11:00:00,2020-12-04 12:00:00,2020,1237,1.0,0,0.0
2020-12-06T19:00:00.000000000.nc,2020-12-06 19:00:00,2020-12-06 18:00:00,2020,1246,1.0,0,0.0
2020-12-06T20:00:00.000000000.nc,2020-12-06 20:00:00,2020-12-06 18:00:00,2020,1246,2.0,0,0.0
2020-12-07T11:00:00.000000000.nc,2020-12-07 11:00:00,2020-12-07 12:00:00,2020,1249,1.0,0,0.0
2020-12-11T10:00:00.000000000.nc,2020-12-11 10:00:00,2020-12-11 12:00:00,2020,1265,2.0,0,0.0
2020-12-12T08:00:00.000000000.nc,2020-12-12 08:00:00,2020-12-12 06:00:00,2020,1268,2.0,0,0.0
2020-12-14T01:00:00.000000000.nc,2020-12-14 01:00:00,2020-12-14 00:00:00,2020,1275,1.0,38,0.0009276890776817538
2020-12-14T02:00:00.000000000.nc,2020-12-14 02:00:00,2020-12-14 00:00:00,2020,1275,2.0,63,0.0015380108393144866
2020-12-14T21:00:00.000000000.nc,2020-12-14 21:00:00,2020-12-14 18:00:00,2020,1278,3.0,35,0.0008544504662858259
2020-12-16T15:00:00.000000000.nc,2020-12-16 15:00:00,2020-12-16 12:00:00,2020,1285,3.0,61,0.001489185098383868
2020-12-19T10:00:00.000000000.nc,2020-12-19 10:00:00,2020-12-19 12:00:00,2020,1297,2.0,168,0.004101362238171965
2020-12-21T21:00:00.000000000.nc,2020-12-21 21:00:00,2020-12-21 18:00:00,2020,1306,3.0,0,0.0
2020-12-22T12:00:00.000000000.nc,2020-12-22 12:00:00,2020-12-22 12:00:00,2020,1309,0.0,0,0.0
2020-12-22T15:00:00.000000000.nc,2020-12-22 15:00:00,2020-12-22 12:00:00,2020,1309,3.0,0,0.0
2020-12-24T23:00:00.000000000.nc,2020-12-24 23:00:00,2020-12-25 00:00:00,2020,1319,1.0,0,0.0
2020-12-25T21:00:00.000000000.nc,2020-12-25 21:00:00,2020-12-25 18:00:00,2020,1322,3.0,0,0.0
2020-12-26T09:00:00.000000000.nc,2020-12-26 09:00:00,2020-12-26 06:00:00,2020,1324,3.0,0,0.0
2020-12-26T10:00:00.000000000.nc,2020-12-26 10:00:00,2020-12-26 12:00:00,2020,1325,2.0,0,0.0
2020-12-30T19:00:00.000000000.nc,2020-12-30 19:00:00,2020-12-30 18:00:00,2020,1342,1.0,0,0.0
2020-12-31T07:00:00.000000000.nc,2020-12-31 07:00:00,2020-12-31 06:00:00,2020,1344,1.0,0,0.0
2020-12-31T09:00:00.000000000.nc,2020-12-31 09:00:00,2020-12-31 06:00:00,2020,1344,3.0,0,0.0
2021-01-03T05:00:00.000000000.nc,2021-01-03 05:00:00,2021-01-03 06:00:00,2020,1347,1.0,38,0.0009276890776817538
2021-01-03T20:00:00.000000000.nc,2021-01-03 20:00:00,2021-01-03 18:00:00,2021,11,2.0,22,0.0005370831502368048
2021-01-05T23:00:00.000000000.nc,2021-01-05 23:00:00,2021-01-06 00:00:00,2021,20,1.0,0,0.0
2021-01-07T23:00:00.000000000.nc,2021-01-07 23:00:00,2021-01-08 00:00:00,2021,28,1.0,0,0.0
2021-01-10T16:00:00.000000000.nc,2021-01-10 16:00:00,2021-01-10 18:00:00,2021,39,2.0,64,0.001562423709779796
