mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction
2019-03-19T06:00:00.000000000.nc,2019-03-19 06:00:00,2019-03-19 06:00:00,2019,309,0.0,42,0.0010253405595429912
2019-03-20T23:00:00.000000000.nc,2019-03-20 23:00:00,2019-03-21 00:00:00,2019,316,1.0,104,0.0025389385283921683
2019-03-21T02:00:00.000000000.nc,2019-03-21 02:00:00,2019-03-21 00:00:00,2019,316,2.0,138,0.003368976124212685
2019-03-21T17:00:00.000000000.nc,2019-03-21 17:00:00,2019-03-21 18:00:00,2019,319,1.0,91,0.0022215712123431473
2019-03-26T16:00:00.000000000.nc,2019-03-26 16:00:00,2019-03-26 18:00:00,2019,339,2.0,29,0.00070797324349397
2019-03-30T08:00:00.000000000.nc,2019-03-30 08:00:00,2019-03-30 06:00:00,2019,353,2.0,65,0.0015868365802451053
2019-04-02T10:00:00.000000000.nc,2019-04-02 10:00:00,2019-04-02 12:00:00,2019,366,2.0,0,0.0
2019-04-04T15:00:00.000000000.nc,2019-04-04 15:00:00,2019-04-04 12:00:00,2019,374,3.0,0,0.0
2019-04-05T04:00:00.000000000.nc,2019-04-05 04:00:00,2019-04-05 06:00:00,2019,377,2.0,22,0.0005370831502368048
2019-04-07T18:00:00.000000000.nc,2019-04-07 18:00:00,2019-04-07 18:00:00,2019,387,0.0,37,0.0009032762072164445
2019-04-08T07:00:00.000000000.nc,2019-04-08 07:00:00,2019-04-08 06:00:00,2019,389,1.0,14,0.00034178018651433037
2019-04-08T23:00:00.000000000.nc,2019-04-08 23:00:00,2019-04-09 00:00:00,2019,392,1.0,31,0.0007567989844245887
2019-04-14T08:00:00.000000000.nc,2019-04-14 08:00:00,2019-04-14 06:00:00,2019,413,2.0,0,0.0
2019-04-17T00:00:00.000000000.nc,2019-04-17 00:00:00,2019-04-17 00:00:00,2019,424,0.0,0,0.0
2019-04-19T14:00:00.000000000.nc,2019-04-19 14:00:00,2019-04-19 12:00:00,2019,434,2.0,0,0.0
2019-04-19T23:00:00.000000000.nc,2019-04-19 23:00:00,2019-04-20 00:00:00,2019,436,1.0,0,0.0
2019-04-21T06:00:00.000000000.nc,2019-04-21 06:00:00,2019-04-21 06:00:00,2019,441,0.0,0,0.0
2019-04-22T07:00:00.000000000.nc,2019-04-22 07:00:00,2019-04-22 06:00:00,2019,445,1.0,0,0.0
2019-04-23T05:00:00.000000000.nc,2019-04-23 05:00:00,2019-04-23 06:00:00,2019,449,1.0,0,0.0
2019-04-23T18:00:00.000000000.nc,2019-04-23 18:00:00,2019-04-23 18:00:00,2019,451,0.0,22,0.0005370831502368048
2019-04-24T17:00:00.000000000.nc,2019-04-24 17:00:00,2019-04-24 18:00:00,2019,455,1.0,20,0.00048825740930618625
2019-04-24T18:00:00.000000000.nc,2019-04-24 18:00:00,2019-04-24 18:00:00,2019,455,0.0,0,0.0
2019-04-27T15:00:00.000000000.nc,2019-04-27 15:00:00,2019-04-27 12:00:00,2019,466,3.0,93,0.002270396953273766
2019-04-28T07:00:00.000000000.nc,2019-04-28 07:00:00,2019-04-28 06:00:00,2019,469,1.0,37,0.0009032762072164445
2019-04-29T00:00:00.000000000.nc,2019-04-29 00:00:00,2019-04-29 00:00:00,2019,472,0.0,90,0.002197158341877838
2019-05-06T07:00:00.000000000.nc,2019-05-06 07:00:00,2019-05-06 06:00:00,2019,501,1.0,0,0.0
2019-05-07T21:00:00.000000000.nc,2019-05-07 21:00:00,2019-05-07 18:00:00,2019,507,3.0,0,0.0
2019-05-08T23:00:00.000000000.nc,2019-05-08 23:00:00,2019-05-09 00:00:00,2019,512,1.0,0,0.0
2019-05-10T22:00:00.000000000.nc,2019-05-10 22:00:00,2019-05-11 00:00:00,2019,520,2.0,45,0.001098579170938919
2019-05-11T03:00:00.000000000.nc,2019-05-11 03:00:00,2019-05-11 00:00:00,2019,520,3.0,0,0.0
2019-05-12T11:00:00.000000000.nc,2019-05-12 11:00:00,2019-05-12 12:00:00,2019,526,1.0,15,0.00036619305697963966
2019-05-12T14:00:00.000000000.nc,2019-05-12 14:00:00,2019-05-12 12:00:00,2019,526,2.0,0,0.0
2019-05-13T08:00:00.000000000.nc,2019-05-13 08:00:00,2019-05-13 06:00:00,2019,529,2.0,0,0.0
2019-05-15T07:00:00.000000000.nc,2019-05-15 07:00:00,2019-05-15 06:00:00,2019,537,1.0,0,0.0
2019-05-15T18:00:00.000000000.nc,2019-05-15 18:00:00,2019-05-15 18:00:00,2019,539,0.0,0,0.0
2019-05-18T02:00:00.000000000.nc,2019-05-18 02:00:00,2019-05-18 00:00:00,2019,548,2.0,0,0.0
2019-05-18T20:00:00.000000000.nc,2019-05-18 20:00:00,2019-05-18 18:00:00,2019,551,2.0,0,0.0
2019-05-21T04:00:00.000000000.nc,2019-05-21 04:00:00,2019-05-21 06:00:00,2019,561,2.0,0,0.0
2019-05-27T07:00:00.000000000.nc,2019-05-27 07:00:00,2019-05-27 06:00:00,2019,585,1.0,0,0.0
2019-05-29T03:00:00.000000000.nc,2019-05-29 03:00:00,2019-05-29 00:00:00,2019,592,3.0,0,0.0
2019-05-29T20:00:00.000000000.nc,2019-05-29 20:00:00,2019-05-29 18:00:00,2019,595,2.0,0,0.0
2019-05-31T05:00:00.000000000.nc,2019-05-31 05:00:00,2019-05-31 06:00:00,2019,601,1.0,0,0.0
2019-06-02T17:00:00.000000000.nc,2019-06-02 17:00:00,2019-06-02 18:00:00,2019,611,1.0,0,0.0
2019-06-03T08:00:00.000000000.nc,2019-06-03 08:00:00,2019-06-03 06:00:00,2019,613,2.0,0,0.0
2019-06-04T04:00:00.000000000.nc,2019-06-04 04:00:00,2019-06-04 06:00:00,2019,617,2.0,0,0.0
2019-06-05T21:00:00.000000000.nc,2019-06-05 21:00:00,2019-06-05 18:00:00,2019,623,3.0,0,0.0
2019-06-06T02:00:00.000000000.nc,2019-06-06 02:00:00,2019-06-06 00:00:00,2019,624,2.0,0,0.0
2019-06-06T17:00:00.000000000.nc,2019-06-06 17:00:00,2019-06-06 18:00:00,2019,627,1.0,0,0.0
2019-06-08T07:00:00.000000000.nc,2019-06-08 07:00:00,2019-06-08 06:00:00,2019,633,1.0,0,0.0
2019-06-08T22:00:00.000000000.nc,2019-06-08 22:00:00,2019-06-09 00:00:00,2019,636,2.0,0,0.0
2019-06-08T23:00:00.000000000.nc,2019-06-08 23:00:00,2019-06-09 00:00:00,2019,636,1.0,0,0.0
2019-06-09T22:00:00.000000000.nc,2019-06-09 22:00:00,2019-06-10 00:00:00,2019,640,2.0,0,0.0
2019-06-10T03:00:00.000000000.nc,2019-06-10 03:00:00,2019-06-10 00:00:00,2019,640,3.0,0,0.0
2019-06-11T17:00:00.000000000.nc,2019-06-11 17:00:00,2019-06-11 18:00:00,2019,647,1.0,38,0.0009276890776817538
2019-06-12T00:00:00.000000000.nc,2019-06-12 00:00:00,2019-06-12 00:00:00,2019,648,0.0,15,0.00036619305697963966
2019-06-12T06:00:00.000000000.nc,2019-06-12 06:00:00,2019-06-12 06:00:00,2019,649,0.0,71,0.0017333138030369611
2019-06-13T13:00:00.000000000.nc,2019-06-13 13:00:00,2019-06-13 12:00:00,2019,654,1.0,36,0.0008788633367511352
2019-06-13T14:00:00.000000000.nc,2019-06-13 14:00:00,2019-06-13 12:00:00,2019,654,2.0,27,0.0006591475025633514
2019-06-14T18:00:00.000000000.nc,2019-06-14 18:00:00,2019-06-14 18:00:00,2019,659,0.0,75,0.0018309652848981983
2019-06-16T06:00:00.000000000.nc,2019-06-16 06:00:00,2019-06-16 06:00:00,2019,665,0.0,0,0.0
2019-06-19T13:00:00.000000000.nc,2019-06-19 13:00:00,2019-06-19 12:00:00,2019,678,1.0,0,0.0
2019-06-23T05:00:00.000000000.nc,2019-06-23 05:00:00,2019-06-23 06:00:00,2019,693,1.0,0,0.0
2019-06-24T01:00:00.000000000.nc,2019-06-24 01:00:00,2019-06-24 00:00:00,2019,696,1.0,0,0.0
2019-06-25T11:00:00.000000000.nc,2019-06-25 11:00:00,2019-06-25 12:00:00,2019,702,1.0,0,0.0
2019-06-25T22:00:00.000000000.nc,2019-06-25 22:00:00,2019-06-26 00:00:00,2019,704,2.0,0,0.0
2019-06-26T02:00:00.000000000.nc,2019-06-26 02:00:00,2019-06-26 00:00:00,2019,704,2.0,0,0.0
2019-06-27T03:00:00.000000000.nc,2019-06-27 03:00:00,2019-06-27 00:00:00,2019,708,3.0,0,0.0
2019-06-27T08:00:00.000000000.nc,2019-06-27 08:00:00,2019-06-27 06:00:00,2019,709,2.0,0,0.0
2019-06-28T22:00:00.000000000.nc,2019-06-28 22:00:00,2019-06-29 00:00:00,2019,716,2.0,0,0.0
2019-06-29T05:00:00.000000000.nc,2019-06-29 05:00:00,2019-06-29 06:00:00,2019,717,1.0,0,0.0
2019-07-01T02:00:00.000000000.nc,2019-07-01 02:00:00,2019-07-01 00:00:00,2019,724,2.0,0,0.0
2019-07-06T06:00:00.000000000.nc,2019-07-06 06:00:00,2019-07-06 06:00:00,2019,745,0.0,0,0.0
2019-07-06T08:00:00.000000000.nc,2019-07-06 08:00:00,2019-07-06 06:00:00,2019,745,2.0,30,0.0007323861139592793
2019-07-06T17:00:00.000000000.nc,2019-07-06 17:00:00,2019-07-06 18:00:00,2019,747,1.0,0,0.0
2019-07-07T05:00:00.000000000.nc,2019-07-07 05:00:00,2019-07-07 06:00:00,2019,749,1.0,0,0.0
2019-07-08T16:00:00.000000000.nc,2019-07-08 16:00:00,2019-07-08 18:00:00,2019,755,2.0,0,0.0
2019-07-10T01:00:00.000000000.nc,2019-07-10 01:00:00,2019-07-10 00:00:00,2019,760,1.0,0,0.0
2019-07-11T20:00:00.000000000.nc,2019-07-11 20:00:00,2019-07-11 18:00:00,2019,767,2.0,0,0.0
2019-07-13T07:00:00.000000000.nc,2019-07-13 07:00:00,2019-07-13 06:00:00,2019,773,1.0,35,0.0008544504662858259
2019-07-15T19:00:00.000000000.nc,2019-07-15 19:00:00,2019-07-15 18:00:00,2019,783,1.0,0,0.0
2019-07-17T11:00:00.000000000.nc,2019-07-17 11:00:00,2019-07-17 12:00:00,2019,790,1.0,0,0.0
2019-07-18T12:00:00.000000000.nc,2019-07-18 12:00:00,2019-07-18 12:00:00,2019,794,0.0,0,0.0
2019-07-18T15:00:00.000000000.nc,2019-07-18 15:00:00,2019-07-18 12:00:00,2019,794,3.0,0,0.0
2019-07-20T18:00:00.000000000.nc,2019-07-20 18:00:00,2019-07-20 18:00:00,2019,803,0.0,0,0.0
2019-07-22T23:00:00.000000000.nc,2019-07-22 23:00:00,2019-07-23 00:00:00,2019,812,1.0,0,0.0
2019-07-25T05:00:00.000000000.nc,2019-07-25 05:00:00,2019-07-25 06:00:00,2019,821,1.0,0,0.0
2019-07-26T04:00:00.000000000.nc,2019-07-26 04:00:00,2019-07-26 06:00:00,2019,825,2.0,0,0.0
2019-07-27T07:00:00.000000000.nc,2019-07-27 07:00:00,2019-07-27 06:00:00,2019,829,1.0,0,0.0
2019-07-29T14:00:00.000000000.nc,2019-07-29 14:00:00,2019-07-29 12:00:00,2019,838,2.0,17,0.0004150187979102583
2019-07-30T07:00:00.000000000.nc,2019-07-30 07:00:00,2019-07-30 06:00:00,2019,841,1.0,0,0.0
2019-07-31T09:00:00.000000000.nc,2019-07-31 09:00:00,2019-07-31 06:00:00,2019,845,3.0,0,0.0
2019-08-01T08:00:00.000000000.nc,2019-08-01 08:00:00,2019-08-01 06:00:00,2019,849,2.0,0,0.0
2019-08-01T22:00:00.000000000.nc,2019-08-01 22:00:00,2019-08-02 00:00:00,2019,852,2.0,0,0.0
2019-08-03T08:00:00.000000000.nc,2019-08-03 08:00:00,2019-08-03 06:00:00,2019,857,2.0,0,0.0
2019-08-03T21:00:00.000000000.nc,2019-08-03 21:00:00,2019-08-03 18:00:00,2019,859,3.0,39,0.0009521019481470632
2019-08-05T18:00:00.000000000.nc,2019-08-05 18:00:00,2019-08-05 18:00:00,2019,867,0.0,64,0.001562423709779796
2019-08-09T06:00:00.000000000.nc,2019-08-09 06:00:00,2019-08-09 06:00:00,2019,881,0.0,197,0.004809335481665934
2019-08-09T09:00:00.000000000.nc,2019-08-09 09:00:00,2019-08-09 06:00:00,2019,881,3.0,112,0.002734241492114643
2019-08-10T20:00:00.000000000.nc,2019-08-10 20:00:00,2019-08-10 18:00:00,2019,887,2.0,227,0.0055417215956252135
2019-08-12T15:00:00.000000000.nc,2019-08-12 15:00:00,2019-08-12 12:00:00,2019,894,3.0,231,0.005639373077486451
2019-08-12T18:00:00.000000000.nc,2019-08-12 18:00:00,2019-08-12 18:00:00,2019,895,0.0,291,0.0071041453054050095
2019-08-12T22:00:00.000000000.nc,2019-08-12 22:00:00,2019-08-13 00:00:00,2019,896,2.0,244,0.005956740393535472
2019-08-13T15:00:00.000000000.nc,2019-08-13 15:00:00,2019-08-13 12:00:00,2019,898,3.0,132,0.003222498901420829
2019-08-14T05:00:00.000000000.nc,2019-08-14 05:00:00,2019-08-14 06:00:00,2019,901,1.0,98,0.0023924613056003127
2019-08-14T20:00:00.000000000.nc,2019-08-14 20:00:00,2019-08-14 18:00:00,2019,903,2.0,78,0.0019042038962941263
2019-08-17T20:00:00.000000000.nc,2019-08-17 20:00:00,2019-08-17 18:00:00,2019,915,2.0,0,0.0
2019-08-22T14:00:00.000000000.nc,2019-08-22 14:00:00,2019-08-22 12:00:00,2019,934,2.0,79,0.0019286167667594356
2019-08-22T19:00:00.000000000.nc,2019-08-22 19:00:00,2019-08-22 18:00:00,2019,935,1.0,81,0.0019774425076900543
2019-08-24T16:00:00.000000000.nc,2019-08-24 16:00:00,2019-08-24 18:00:00,2019,943,2.0,88,0.0021483326009472193
2019-08-27T15:00:00.000000000.nc,2019-08-27 15:00:00,2019-08-27 12:00:00,2019,954,3.0,43,0.0010497534300083003
2019-08-27T16:00:00.000000000.nc,2019-08-27 16:00:00,2019-08-27 18:00:00,2019,955,2.0,0,0.0
2019-08-27T21:00:00.000000000.nc,2019-08-27 21:00:00,2019-08-27 18:00:00,2019,955,3.0,0,0.0
2019-08-30T19:00:00.000000000.nc,2019-08-30 19:00:00,2019-08-30 18:00:00,2019,967,1.0,10,0.00024412870465309312
2019-08-31T17:00:00.000000000.nc,2019-08-31 17:00:00,2019-08-31 18:00:00,2019,971,1.0,18,0.0004394316683755676
2019-09-01T16:00:00.000000000.nc,2019-09-01 16:00:00,2019-09-01 18:00:00,2019,975,2.0,23,0.0005614960207021142
2019-09-03T13:00:00.000000000.nc,2019-09-03 13:00:00,2019-09-03 12:00:00,2019,982,1.0,88,0.0021483326009472193
2019-09-06T02:00:00.000000000.nc,2019-09-06 02:00:00,2019-09-06 00:00:00,2019,992,2.0,203,0.00495581270445779
2019-09-09T22:00:00.000000000.nc,2019-09-09 22:00:00,2019-09-10 00:00:00,2019,1008,2.0,25,0.0006103217616327327
2019-09-10T01:00:00.000000000.nc,2019-09-10 01:00:00,2019-09-10 00:00:00,2019,1008,1.0,30,0.0007323861139592793
2019-09-10T08:00:00.000000000.nc,2019-09-10 08:00:00,2019-09-10 06:00:00,2019,1009,2.0,0,0.0
2019-09-10T12:00:00.000000000.nc,2019-09-10 12:00:00,2019-09-10 12:00:00,2019,1010,0.0,0,0.0
2019-09-13T02:00:00.000000000.nc,2019-09-13 02:00:00,2019-09-13 00:00:00,2019,1020,2.0,0,0.0
2019-09-13T03:00:00.000000000.nc,2019-09-13 03:00:00,2019-09-13 00:00:00,2019,1020,3.0,23,0.0005614960207021142
2019-09-14T14:00:00.000000000.nc,2019-09-14 14:00:00,2019-09-14 12:00:00,2019,1026,2.0,0,0.0
2019-09-16T02:00:00.000000000.nc,2019-09-16 02:00:00,2019-09-16 00:00:00,2019,1032,2.0,26,0.0006347346320980421
2019-09-18T10:00:00.000000000.nc,2019-09-18 10:00:00,2019-09-18 12:00:00,2019,1042,2.0,161,0.003930472144914799
2019-09-18T11:00:00.000000000.nc,2019-09-18 11:00:00,2019-09-18 12:00:00,2019,1042,1.0,34,0.0008300375958205166
2019-09-19T12:00:00.000000000.nc,2019-09-19 12:00:00,2019-09-19 12:00:00,2019,1046,0.0,168,0.004101362238171965
2019-09-21T21:00:00.000000000.nc,2019-09-21 21:00:00,2019-09-21 18:00:00,2019,1055,3.0,46,0.0011229920414042283
2019-09-23T06:00:00.000000000.nc,2019-09-23 06:00:00,2019-09-23 06:00:00,2019,1061,0.0,0,0.0
2019-09-24T21:00:00.000000000.nc,2019-09-24 21:00:00,2019-09-24 18:00:00,2019,1067,3.0,89,0.0021727454714125286
2019-09-26T11:00:00.000000000.nc,2019-09-26 11:00:00,2019-09-26 12:00:00,2019,1074,1.0,96,0.002343635564669694
2019-09-27T13:00:00.000000000.nc,2019-09-27 13:00:00,2019-09-27 12:00:00,2019,1078,1.0,87,0.00212391973048191
2019-09-28T02:00:00.000000000.nc,2019-09-28 02:00:00,2019-09-28 00:00:00,2019,1080,2.0,102,0.0024901127874615496
2019-09-28T22:00:00.000000000.nc,2019-09-28 22:00:00,2019-09-29 00:00:00,2019,1084,2.0,169,0.004125775108637274
2019-09-29T05:00:00.000000000.nc,2019-09-29 05:00:00,2019-09-29 06:00:00,2019,1085,1.0,170,0.0041501879791025825
2019-10-01T19:00:00.000000000.nc,2019-10-01 19:00:00,2019-10-01 18:00:00,2019,1095,1.0,71,0.0017333138030369611
2019-10-03T10:00:00.000000000.nc,2019-10-03 10:00:00,2019-10-03 12:00:00,2019,1102,2.0,42,0.0010253405595429912
2019-10-04T07:00:00.000000000.nc,2019-10-04 07:00:00,2019-10-04 06:00:00,2019,1105,1.0,0,0.0
2019-10-06T05:00:00.000000000.nc,2019-10-06 05:00:00,2019-10-06 06:00:00,2019,1113,1.0,33,0.0008056247253552072
2019-10-08T22:00:00.000000000.nc,2019-10-08 22:00:00,2019-10-09 00:00:00,2019,1124,2.0,173,0.004223426590498511
2019-10-09T00:00:00.000000000.nc,2019-10-09 00:00:00,2019-10-09 00:00:00,2019,1124,0.0,142,0.0034666276060739223
2019-10-10T06:00:00.000000000.nc,2019-10-10 06:00:00,2019-10-10 06:00:00,2019,1129,0.0,84,0.0020506811190859823
2019-10-12T09:00:00.000000000.nc,2019-10-12 09:00:00,2019-10-12 06:00:00,2019,1137,3.0,41,0.0010009276890776818
2019-10-12T13:00:00.000000000.nc,2019-10-12 13:00:00,2019-10-12 12:00:00,2019,1138,1.0,73,0.0017821395439675796
2019-10-14T11:00:00.000000000.nc,2019-10-14 11:00:00,2019-10-14 12:00:00,2019,1146,1.0,0,0.0
2019-10-16T05:00:00.000000000.nc,2019-10-16 05:00:00,2019-10-16 06:00:00,2019,1153,1.0,0,0.0
2019-10-16T09:00:00.000000000.nc,2019-10-16 09:00:00,2019-10-16 06:00:00,2019,1153,3.0,0,0.0
2019-10-16T11:00:00.000000000.nc,2019-10-16 11:00:00,2019-10-16 12:00:00,2019,1154,1.0,0,0.0
2019-10-17T19:00:00.000000000.nc,2019-10-17 19:00:00,2019-10-17 18:00:00,2019,1159,1.0,0,0.0
2019-10-17T22:00:00.000000000.nc,2019-10-17 22:00:00,2019-10-18 00:00:00,2019,1160,2.0,0,0.0
2019-10-26T07:00:00.000000000.nc,2019-10-26 07:00:00,2019-10-26 06:00:00,2019,1193,1.0,46,0.0011229920414042283
2019-10-27T00:00:00.000000000.nc,2019-10-27 00:00:00,2019-10-27 00:00:00,2019,1196,0.0,32,0.000781211854889898
2019-11-01T15:00:00.000000000.nc,2019-11-01 15:00:00,2019-11-01 12:00:00,2019,1218,3.0,43,0.0010497534300083003
2019-11-03T13:00:00.000000000.nc,2019-11-03 13:00:00,2019-11-03 12:00:00,2019,1226,1.0,15,0.00036619305697963966
2019-11-03T14:00:00.000000000.nc,2019-11-03 14:00:00,2019-11-03 12:00:00,2019,1226,2.0,83,0.002026268248620673
2019-11-06T03:00:00.000000000.nc,2019-11-06 03:00:00,2019-11-06 00:00:00,2019,1236,3.0,28,0.0006835603730286607
2019-11-09T11:00:00.000000000.nc,2019-11-09 11:00:00,2019-11-09 12:00:00,2019,1250,1.0,100,0.002441287046530931
