mask_file,mask_time,graphcast_time,year,t_idx,time_difference_hours,positive_nodes,positive_fraction,activation_file
2020-01-19T08:00:00.000000000.nc,2020-01-19 08:00:00,2020-01-19 06:00:00,2020,73,2.0,1569,0.03830379376007031,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-19T06.npy
2020-01-26T12:00:00.000000000.nc,2020-01-26 12:00:00,2020-01-26 12:00:00,2020,102,0.0,920,0.022459840828084564,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-26T12.npy
2020-01-28T16:00:00.000000000.nc,2020-01-28 16:00:00,2020-01-28 18:00:00,2020,111,2.0,1137,0.027757433719056687,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-28T18.npy
2020-01-29T00:00:00.000000000.nc,2020-01-29 00:00:00,2020-01-29 00:00:00,2020,112,0.0,1527,0.03727845320052732,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-29T00.npy
2020-01-29T05:00:00.000000000.nc,2020-01-29 05:00:00,2020-01-29 06:00:00,2020,113,1.0,2172,0.053024754650651824,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-29T06.npy
2020-01-30T07:00:00.000000000.nc,2020-01-30 07:00:00,2020-01-30 06:00:00,2020,117,1.0,1183,0.028880425760460914,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-30T06.npy
2020-01-30T12:00:00.000000000.nc,2020-01-30 12:00:00,2020-01-30 12:00:00,2020,118,0.0,1879,0.045871783604316194,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-01-30T12.npy
2020-03-01T14:00:00.000000000.nc,2020-03-01 14:00:00,2020-03-01 12:00:00,2020,125,2.0,2216,0.05409892095112543,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-01T12.npy
2020-03-03T12:00:00.000000000.nc,2020-03-03 12:00:00,2020-03-03 12:00:00,2020,133,0.0,1504,0.036716957179825205,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-03T12.npy
2020-03-06T23:00:00.000000000.nc,2020-03-06 23:00:00,2020-03-07 00:00:00,2020,147,1.0,1259,0.030735803915824422,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-07T00.npy
2020-03-08T11:00:00.000000000.nc,2020-03-08 11:00:00,2020-03-08 12:00:00,2020,153,1.0,1309,0.03195644743908989,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-08T12.npy
2020-03-11T10:00:00.000000000.nc,2020-03-11 10:00:00,2020-03-11 12:00:00,2020,165,2.0,1158,0.02827010399882818,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-11T12.npy
2020-03-11T14:00:00.000000000.nc,2020-03-11 14:00:00,2020-03-11 12:00:00,2020,165,2.0,854,0.020848591377374152,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-11T12.npy
2020-03-12T02:00:00.000000000.nc,2020-03-12 02:00:00,2020-03-12 00:00:00,2020,167,2.0,2078,0.050729944826912746,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-12T00.npy
2020-03-14T02:00:00.000000000.nc,2020-03-14 02:00:00,2020-03-14 00:00:00,2020,175,2.0,1444,0.03525218495190664,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-14T00.npy
2020-03-20T02:00:00.000000000.nc,2020-03-20 02:00:00,2020-03-20 00:00:00,2020,199,2.0,1919,0.04684829842292857,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-20T00.npy
2020-03-20T05:00:00.000000000.nc,2020-03-20 05:00:00,2020-03-20 06:00:00,2020,200,1.0,1166,0.028465406962550656,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-20T06.npy
2020-03-20T16:00:00.000000000.nc,2020-03-20 16:00:00,2020-03-20 18:00:00,2020,202,2.0,665,0.016234558859430693,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-20T18.npy
2020-03-23T19:00:00.000000000.nc,2020-03-23 19:00:00,2020-03-23 18:00:00,2020,214,1.0,2460,0.06005566134466091,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-23T18.npy
2020-03-24T05:00:00.000000000.nc,2020-03-24 05:00:00,2020-03-24 06:00:00,2020,216,1.0,943,0.02302133684878668,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-24T06.npy
2020-03-29T07:00:00.000000000.nc,2020-03-29 07:00:00,2020-03-29 06:00:00,2020,236,1.0,2124,0.051852936868316976,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-29T06.npy
2020-03-29T17:00:00.000000000.nc,2020-03-29 17:00:00,2020-03-29 18:00:00,2020,238,1.0,2459,0.060031248474195595,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-29T18.npy
2020-03-30T14:00:00.000000000.nc,2020-03-30 14:00:00,2020-03-30 12:00:00,2020,241,2.0,2105,0.051389092329476097,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-03-30T12.npy
2020-04-05T16:00:00.000000000.nc,2020-04-05 16:00:00,2020-04-05 18:00:00,2020,266,2.0,1635,0.039915043210780723,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-05T18.npy
2020-04-06T12:00:00.000000000.nc,2020-04-06 12:00:00,2020-04-06 12:00:00,2020,269,0.0,1502,0.03666813143889459,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-06T12.npy
2020-04-08T13:00:00.000000000.nc,2020-04-08 13:00:00,2020-04-08 12:00:00,2020,277,1.0,2289,0.05588106049509301,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-08T12.npy
2020-04-09T10:00:00.000000000.nc,2020-04-09 10:00:00,2020-04-09 12:00:00,2020,281,2.0,1917,0.046799472681997946,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-09T12.npy
2020-04-10T21:00:00.000000000.nc,2020-04-10 21:00:00,2020-04-10 18:00:00,2020,286,3.0,2618,0.06391289487817978,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-10T18.npy
2020-04-12T08:00:00.000000000.nc,2020-04-12 08:00:00,2020-04-12 06:00:00,2020,292,2.0,2530,0.06176456227723256,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-12T06.npy
2020-04-17T02:00:00.000000000.nc,2020-04-17 02:00:00,2020-04-17 00:00:00,2020,311,2.0,1774,0.04330843220545872,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-17T00.npy
2020-04-17T23:00:00.000000000.nc,2020-04-17 23:00:00,2020-04-18 00:00:00,2020,315,1.0,2505,0.061154240515599825,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-18T00.npy
2020-04-18T09:00:00.000000000.nc,2020-04-18 09:00:00,2020-04-18 06:00:00,2020,316,3.0,1886,0.04604267369757336,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-18T06.npy
2020-04-19T19:00:00.000000000.nc,2020-04-19 19:00:00,2020-04-19 18:00:00,2020,322,1.0,1934,0.04721449147990821,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-19T18.npy
2020-04-23T03:00:00.000000000.nc,2020-04-23 03:00:00,2020-04-23 00:00:00,2020,335,3.0,2697,0.06584151164493922,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-23T00.npy
2020-04-24T16:00:00.000000000.nc,2020-04-24 16:00:00,2020-04-24 18:00:00,2020,342,2.0,1850,0.045163810360822225,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-24T18.npy
2020-04-24T18:00:00.000000000.nc,2020-04-24 18:00:00,2020-04-24 18:00:00,2020,342,0.0,1088,0.02656120306625653,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-24T18.npy
2020-04-26T10:00:00.000000000.nc,2020-04-26 10:00:00,2020-04-26 12:00:00,2020,349,2.0,852,0.020799765636443535,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-26T12.npy
2020-04-27T03:00:00.000000000.nc,2020-04-27 03:00:00,2020-04-27 00:00:00,2020,351,3.0,2450,0.05981153264000781,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-27T00.npy
2020-04-29T06:00:00.000000000.nc,2020-04-29 06:00:00,2020-04-29 06:00:00,2020,360,0.0,1873,0.04572530638152434,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-29T06.npy
2020-04-29T08:00:00.000000000.nc,2020-04-29 08:00:00,2020-04-29 06:00:00,2020,360,2.0,1501,0.036643718568429275,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-29T06.npy
2020-04-30T19:00:00.000000000.nc,2020-04-30 19:00:00,2020-04-30 18:00:00,2020,366,1.0,1144,0.027928323812313853,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-04-30T18.npy
2020-05-01T05:00:00.000000000.nc,2020-05-01 05:00:00,2020-05-01 06:00:00,2020,368,1.0,771,0.01882232312875348,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-01T06.npy
2020-05-02T20:00:00.000000000.nc,2020-05-02 20:00:00,2020-05-02 18:00:00,2020,374,2.0,235,0.005737024559347688,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-02T18.npy
2020-05-04T00:00:00.000000000.nc,2020-05-04 00:00:00,2020-05-04 00:00:00,2020,379,0.0,2650,0.06469410673306968,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-04T00.npy
2020-05-04T13:00:00.000000000.nc,2020-05-04 13:00:00,2020-05-04 12:00:00,2020,381,1.0,2280,0.05566134466090523,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-04T12.npy
2020-05-06T00:00:00.000000000.nc,2020-05-06 00:00:00,2020-05-06 00:00:00,2020,387,0.0,1733,0.04230750451638104,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-06T00.npy
2020-05-09T14:00:00.000000000.nc,2020-05-09 14:00:00,2020-05-09 12:00:00,2020,401,2.0,499,0.012182022362189347,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-09T12.npy
2020-05-10T23:00:00.000000000.nc,2020-05-10 23:00:00,2020-05-11 00:00:00,2020,407,1.0,1171,0.028587471314877204,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-11T00.npy
2020-05-13T19:00:00.000000000.nc,2020-05-13 19:00:00,2020-05-13 18:00:00,2020,418,1.0,1244,0.030369610858844782,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-13T18.npy
2020-05-15T22:00:00.000000000.nc,2020-05-15 22:00:00,2020-05-16 00:00:00,2020,427,2.0,1512,0.036912260143547676,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-16T00.npy
2020-05-16T00:00:00.000000000.nc,2020-05-16 00:00:00,2020-05-16 00:00:00,2020,427,0.0,1185,0.028929251501391532,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-16T00.npy
2020-05-17T03:00:00.000000000.nc,2020-05-17 03:00:00,2020-05-17 00:00:00,2020,431,3.0,1370,0.033445632537473756,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-17T00.npy
2020-05-17T08:00:00.000000000.nc,2020-05-17 08:00:00,2020-05-17 06:00:00,2020,432,2.0,803,0.019603534983643377,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-17T06.npy
2020-05-17T12:00:00.000000000.nc,2020-05-17 12:00:00,2020-05-17 12:00:00,2020,433,0.0,1265,0.03088228113861628,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-17T12.npy
2020-05-18T11:00:00.000000000.nc,2020-05-18 11:00:00,2020-05-18 12:00:00,2020,437,1.0,3004,0.07333626287778917,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-18T12.npy
2020-05-22T10:00:00.000000000.nc,2020-05-22 10:00:00,2020-05-22 12:00:00,2020,453,2.0,1455,0.03552072652702505,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-22T12.npy
2020-05-28T19:00:00.000000000.nc,2020-05-28 19:00:00,2020-05-28 18:00:00,2020,478,1.0,2018,0.04926517259899419,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-28T18.npy
2020-05-29T15:00:00.000000000.nc,2020-05-29 15:00:00,2020-05-29 12:00:00,2020,481,3.0,1500,0.03661930569796397,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-29T12.npy
2020-05-29T17:00:00.000000000.nc,2020-05-29 17:00:00,2020-05-29 18:00:00,2020,482,1.0,855,0.02087300424783946,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-29T18.npy
2020-05-31T06:00:00.000000000.nc,2020-05-31 06:00:00,2020-05-31 06:00:00,2020,488,0.0,1996,0.04872808944875739,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-05-31T06.npy
2020-06-03T03:00:00.000000000.nc,2020-06-03 03:00:00,2020-06-03 00:00:00,2020,499,3.0,811,0.019798837947365852,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-03T00.npy
2020-06-03T13:00:00.000000000.nc,2020-06-03 13:00:00,2020-06-03 12:00:00,2020,501,1.0,1734,0.04233191738684634,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-03T12.npy
2020-06-04T20:00:00.000000000.nc,2020-06-04 20:00:00,2020-06-04 18:00:00,2020,506,2.0,2280,0.05566134466090523,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-04T18.npy
2020-06-10T10:00:00.000000000.nc,2020-06-10 10:00:00,2020-06-10 12:00:00,2020,529,2.0,2613,0.06379083052585323,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-10T12.npy
2020-06-11T09:00:00.000000000.nc,2020-06-11 09:00:00,2020-06-11 06:00:00,2020,532,3.0,1799,0.04391875396709145,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-11T06.npy
2020-06-11T17:00:00.000000000.nc,2020-06-11 17:00:00,2020-06-11 18:00:00,2020,534,1.0,454,0.011083443191250427,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-11T18.npy
2020-06-11T19:00:00.000000000.nc,2020-06-11 19:00:00,2020-06-11 18:00:00,2020,534,1.0,2513,0.0613495434793223,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-11T18.npy
2020-06-12T22:00:00.000000000.nc,2020-06-12 22:00:00,2020-06-13 00:00:00,2020,539,2.0,2369,0.05783409013231776,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-13T00.npy
2020-06-14T13:00:00.000000000.nc,2020-06-14 13:00:00,2020-06-14 12:00:00,2020,545,1.0,1413,0.034495385967482056,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-14T12.npy
2020-06-16T04:00:00.000000000.nc,2020-06-16 04:00:00,2020-06-16 06:00:00,2020,552,2.0,2057,0.050217274547141255,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-16T06.npy
2020-06-17T02:00:00.000000000.nc,2020-06-17 02:00:00,2020-06-17 00:00:00,2020,555,2.0,985,0.02404667740832967,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-17T00.npy
2020-06-18T19:00:00.000000000.nc,2020-06-18 19:00:00,2020-06-18 18:00:00,2020,562,1.0,1536,0.037498169034715104,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-18T18.npy
2020-06-18T23:00:00.000000000.nc,2020-06-18 23:00:00,2020-06-19 00:00:00,2020,563,1.0,1717,0.04191689858893609,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-19T00.npy
2020-06-22T00:00:00.000000000.nc,2020-06-22 00:00:00,2020-06-22 00:00:00,2020,575,0.0,2696,0.0658170987744739,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-22T00.npy
2020-06-22T08:00:00.000000000.nc,2020-06-22 08:00:00,2020-06-22 06:00:00,2020,576,2.0,955,0.023314291294370394,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-22T06.npy
2020-06-29T20:00:00.000000000.nc,2020-06-29 20:00:00,2020-06-29 18:00:00,2020,606,2.0,1333,0.03254235633025731,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-29T18.npy
2020-06-30T11:00:00.000000000.nc,2020-06-30 11:00:00,2020-06-30 12:00:00,2020,609,1.0,1503,0.03669254430935989,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-30T12.npy
2020-06-30T20:00:00.000000000.nc,2020-06-30 20:00:00,2020-06-30 18:00:00,2020,610,2.0,2331,0.056906401054636006,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-06-30T18.npy
2020-07-02T17:00:00.000000000.nc,2020-07-02 17:00:00,2020-07-02 18:00:00,2020,618,1.0,1867,0.04557882915873249,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-02T18.npy
2020-07-03T20:00:00.000000000.nc,2020-07-03 20:00:00,2020-07-03 18:00:00,2020,622,2.0,1423,0.03473951467213515,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-03T18.npy
2020-07-04T04:00:00.000000000.nc,2020-07-04 04:00:00,2020-07-04 06:00:00,2020,624,2.0,1844,0.04501733313803037,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-04T06.npy
2020-07-05T06:00:00.000000000.nc,2020-07-05 06:00:00,2020-07-05 06:00:00,2020,628,0.0,1696,0.04140422830916459,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-05T06.npy
2020-07-05T10:00:00.000000000.nc,2020-07-05 10:00:00,2020-07-05 12:00:00,2020,629,2.0,2290,0.055905473365558324,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-05T12.npy
2020-07-05T11:00:00.000000000.nc,2020-07-05 11:00:00,2020-07-05 12:00:00,2020,629,1.0,3295,0.08044040818319417,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-05T12.npy
2020-07-06T22:00:00.000000000.nc,2020-07-06 22:00:00,2020-07-07 00:00:00,2020,635,2.0,1757,0.04289341340754846,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-07T00.npy
2020-07-09T21:00:00.000000000.nc,2020-07-09 21:00:00,2020-07-09 18:00:00,2020,646,3.0,2371,0.057882915873248376,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-09T18.npy
2020-07-12T03:00:00.000000000.nc,2020-07-12 03:00:00,2020-07-12 00:00:00,2020,655,3.0,1831,0.044699965821981345,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-12T00.npy
2020-07-12T17:00:00.000000000.nc,2020-07-12 17:00:00,2020-07-12 18:00:00,2020,658,1.0,2647,0.06462086812167375,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-12T18.npy
2020-07-14T21:00:00.000000000.nc,2020-07-14 21:00:00,2020-07-14 18:00:00,2020,666,3.0,2316,0.05654020799765636,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-14T18.npy
2020-07-18T22:00:00.000000000.nc,2020-07-18 22:00:00,2020-07-19 00:00:00,2020,683,2.0,1117,0.027269176309750502,/share/prj-4d/graphcast_shared/data/graphcast_activation_2020/layer0008_mesh_gnn_post_res_nodes_mesh_nodes_t2020-07-19T00.npy
